ProDataCSV

Title: Tue Apr 28 11:31:33 2026 82.2123C

Remarks:
50 mM NaF
25 mM Pi pH 7.5
0.03 Abs Myo
User: Chirascan User
#HV (CDDC channel): 999.985 v
#Time per point: 0.25 s
#Description: Sample 1
#Concentration: 0 M
#Pathlength: 10 mm

Last Modified: Tue Apr 28 15:03:32 2026by unknown.

Options:

Available Dimensions:,1
Wavelength -en 1.000000 -ex 1.000000 -iter -range,Wavelength: 190nm - 240nm, Step Size: 1nm,Bandwidth: 1nm

Available Properties:,6
CircularDichroism,
HV,
Absorbance,
Voltage,
Count,Time-per-point: 0.25s (25us x 10000),
Temperature,

Data:

Wavelength,Temperature,CircularDichroism,HV,Absorbance,Voltage,Count,
240,82.091,-2.94091,424.194,0.109105,8.02736,10000,
239,82.091,-3.50018,424.194,0.112607,7.91902,10000,
238,82.091,-4.10649,424.194,0.117073,7.79638,10000,
237,82.1395,-4.36057,428.513,0.121238,7.92764,10000,
236,82.1395,-5.27045,431.961,0.123798,7.97229,10000,
235,82.1395,-6.15444,435.242,0.132501,7.93986,10000,
234,82.1395,-6.741,438.766,0.135478,7.95829,10000,
233,82.1395,-7.73401,441.269,0.138236,7.97743,10000,
232,82.1395,-8.62744,444.26,0.14618,7.98403,10000,
231,82.1395,-9.26727,447.281,0.155418,7.96708,10000,
230,82.188,-9.88122,450.348,0.162914,7.96535,10000,
229,82.188,-10.8731,453.705,0.168194,7.98786,10000,
228,82.188,-11.6835,457.596,0.176681,7.98328,10000,
227,82.188,-12.1348,460.754,0.185285,7.94973,10000,
226,82.188,-12.2917,464.294,0.186265,7.96426,10000,
225,82.188,-13.0243,468.43,0.197071,7.99813,10000,
224,82.188,-13.2868,471.664,0.199818,7.97658,10000,
223,82.2365,-13.3097,474.991,0.204823,7.96297,10000,
222,82.2365,-13.3978,478.806,0.211957,7.97838,10000,
221,82.2365,-13.2431,482.193,0.221998,7.9516,10000,
220,82.2365,-13.4523,485.962,0.228547,7.95659,10000,
219,82.2365,-13.0025,490.036,0.236791,7.97802,10000,
218,82.2365,-13.0408,493.698,0.242592,7.9811,10000,
217,82.2365,-13.009,496.857,0.253169,7.9297,10000,
216,82.285,-13.0172,500.778,0.26378,7.99882,10000,
215,82.285,-12.8514,501.297,0.273113,7.82838,10000,
214,82.285,-13.1984,504.562,0.287994,7.93826,10000,
213,82.285,-13.1288,506.348,0.303452,7.84673,10000,
212,82.285,-13.6855,509.995,0.318688,7.92855,10000,
211,82.3335,-14.2295,513.611,0.340207,8.01395,10000,
210,82.285,-14.6277,516.357,0.358974,7.95259,10000,
209,82.3335,-15.6011,520.706,0.384865,7.97026,10000,
208,82.3335,-14.9303,525.192,0.412207,7.95285,10000,
207,82.3335,-14.0862,530.975,0.445473,7.97584,10000,
206,82.3335,-12.7473,537.109,0.479231,7.96079,10000,
205,82.3335,-11.1949,544.571,0.519692,7.97576,10000,
204,82.3335,-9.59461,552.872,0.563449,7.9542,10000,
203,82.382,-7.78172,562.271,0.608728,7.94067,10000,
202,82.382,-3.90526,568.207,0.659668,7.93477,10000,
201,82.382,-0.977258,575.287,0.715795,7.94637,10000,
200,82.382,2.90758,583.572,0.779004,7.94088,10000,
199,82.382,7.16535,593.674,0.846138,7.99444,10000,
198,82.382,11.2142,604.523,0.917665,7.93159,10000,
197,82.4305,14.7476,617.722,0.993107,7.91679,10000,
196,82.4305,17.0053,629.883,1.07176,7.97434,10000,
195,82.4305,20.2678,637.589,1.14925,7.89516,10000,
194,82.4305,21.2351,648.102,1.23267,7.95789,10000,
193,82.4305,22.3933,659.912,1.31619,7.96347,10000,
192,82.4305,22.3355,673.767,1.40461,7.93911,10000,
191,82.4789,22.3202,690.323,1.50125,7.95014,10000,
190,82.4789,21.8328,703.766,1.61526,7.93063,10000,
