ProDataCSV

Title: Tue Apr 28 11:31:33 2026 65.1399C

Remarks:
50 mM NaF
25 mM Pi pH 7.5
0.03 Abs Myo
User: Chirascan User
#HV (CDDC channel): 999.985 v
#Time per point: 0.25 s
#Description: Sample 1
#Concentration: 0 M
#Pathlength: 10 mm

Last Modified: Tue Apr 28 15:03:32 2026by unknown.

Options:

Available Dimensions:,1
Wavelength -en 1.000000 -ex 1.000000 -iter -range,Wavelength: 190nm - 240nm, Step Size: 1nm,Bandwidth: 1nm

Available Properties:,6
CircularDichroism,
HV,
Absorbance,
Voltage,
Count,Time-per-point: 0.25s (25us x 10000),
Temperature,

Data:

Wavelength,Temperature,CircularDichroism,HV,Absorbance,Voltage,Count,
240,65.0185,-3.74818,421.829,0.100493,8.01474,10000,
239,65.0185,-4.22094,422.348,0.104022,7.9436,10000,
238,65.0185,-4.89604,423.63,0.107425,7.93121,10000,
237,65.0185,-5.72553,426.102,0.111633,7.93649,10000,
236,65.0185,-6.52875,429.321,0.114074,7.97264,10000,
235,65.0671,-7.73771,433.289,0.123985,7.96824,10000,
234,65.0671,-9.13089,436.829,0.125899,7.93134,10000,
233,65.0671,-10.1014,439.667,0.129718,7.93876,10000,
232,65.0671,-11.5512,442.856,0.13857,7.96048,10000,
231,65.0671,-13.3444,446.06,0.148647,7.95559,10000,
230,65.0671,-14.3853,449.142,0.156944,7.9464,10000,
229,65.0671,-15.9288,450.653,0.162557,7.77844,10000,
228,65.0671,-16.7106,454.208,0.170701,7.76201,10000,
227,65.1157,-17.1505,459.961,0.17901,7.9908,10000,
226,65.1157,-18.199,462.906,0.180531,7.94461,10000,
225,65.1157,-18.8047,466.415,0.190256,7.94947,10000,
224,65.1157,-19.2086,470.413,0.194018,7.97919,10000,
223,65.1157,-19.3553,473.755,0.198333,7.98295,10000,
222,65.1157,-19.4604,476.791,0.204143,7.96561,10000,
221,65.1642,-19.219,480.164,0.213441,7.95629,10000,
220,65.1642,-18.7468,483.871,0.219211,7.97633,10000,
219,65.1642,-18.3633,487.076,0.226971,7.95046,10000,
218,65.1642,-18.5385,490.723,0.231337,7.98531,10000,
217,65.1642,-18.2004,494.125,0.241125,7.96995,10000,
216,65.2128,-17.873,497.208,0.251235,7.95033,10000,
215,65.1642,-18.0081,500.58,0.258803,7.99968,10000,
214,65.2128,-17.8776,502.151,0.271726,7.94498,10000,
213,65.2128,-18.259,504.257,0.284515,7.94757,10000,
212,65.2128,-18.4365,507.233,0.298426,7.99074,10000,
211,65.2128,-19.0372,507.233,0.315673,7.76909,10000,
210,65.2128,-19.1552,510.91,0.33281,7.86295,10000,
209,65.2613,-19.3258,514.923,0.356149,7.92326,10000,
208,65.2613,-18.954,518.799,0.379455,7.95056,10000,
207,65.2613,-17.5507,523.087,0.40793,7.96211,10000,
206,65.2613,-14.6525,528.122,0.437498,7.973,10000,
205,65.2613,-12.2486,533.783,0.474239,7.96348,10000,
204,65.2613,-8.50476,539.429,0.511358,7.92291,10000,
203,65.2613,-3.93959,547.15,0.551345,7.96403,10000,
202,65.2613,0.603745,555.695,0.59809,7.92231,10000,
201,65.3099,6.54615,564.285,0.649336,7.90716,10000,
200,65.3099,12.5523,570.526,0.7075,7.9006,10000,
199,65.3099,17.753,576.889,0.76961,7.8264,10000,
198,65.3099,23.538,586.67,0.83715,7.9165,10000,
197,65.3585,29.9693,596.878,0.907395,7.93653,10000,
196,65.3585,33.3896,608.002,0.977747,7.93517,10000,
195,65.3585,35.3037,620.27,1.04979,7.95008,10000,
194,65.3585,37.7205,629.15,1.1249,7.94116,10000,
193,65.3585,38.2112,636.505,1.19709,7.95871,10000,
192,65.3585,37.3046,644.821,1.2738,7.93825,10000,
191,65.407,35.9326,656.296,1.35747,7.94767,10000,
190,65.407,34.6477,670.944,1.45317,7.92928,10000,
