ProDataCSV

Title: Tue Apr 28 11:31:33 2026 72.2244C

Remarks:
50 mM NaF
25 mM Pi pH 7.5
0.03 Abs Myo
User: Chirascan User
#HV (CDDC channel): 999.985 v
#Time per point: 0.25 s
#Description: Sample 1
#Concentration: 0 M
#Pathlength: 10 mm

Last Modified: Tue Apr 28 15:03:32 2026by unknown.

Options:

Available Dimensions:,1
Wavelength -en 1.000000 -ex 1.000000 -iter -range,Wavelength: 190nm - 240nm, Step Size: 1nm,Bandwidth: 1nm

Available Properties:,6
CircularDichroism,
HV,
Absorbance,
Voltage,
Count,Time-per-point: 0.25s (25us x 10000),
Temperature,

Data:

Wavelength,Temperature,CircularDichroism,HV,Absorbance,Voltage,Count,
240,72.0547,-3.43763,422.333,0.103049,8.0044,10000,
239,72.1032,-4.25459,422.333,0.10654,7.89658,10000,
238,72.1032,-4.86058,424.85,0.111061,7.95149,10000,
237,72.1032,-5.92304,427.368,0.115215,7.95905,10000,
236,72.1032,-6.56166,430.405,0.117895,7.97611,10000,
235,72.1032,-7.54931,433.838,0.128377,7.92393,10000,
234,72.1032,-8.83767,437.973,0.130523,7.94944,10000,
233,72.1032,-9.87095,440.567,0.133138,7.98613,10000,
232,72.1517,-11.0627,443.695,0.142871,7.9795,10000,
231,72.1517,-12.4273,446.609,0.152596,7.94451,10000,
230,72.1517,-13.6902,449.692,0.161238,7.92652,10000,
229,72.1517,-14.9666,453.201,0.167198,7.95497,10000,
228,72.1517,-15.8631,457.779,0.175157,8.0291,10000,
227,72.1517,-16.6233,460.327,0.183084,7.95032,10000,
226,72.1517,-17.088,463.745,0.184651,7.94474,10000,
225,72.2002,-17.774,467.239,0.193508,7.96129,10000,
224,72.2002,-18.3412,471.039,0.197162,7.97357,10000,
223,72.2002,-18.3617,474.411,0.202149,7.96567,10000,
222,72.2002,-17.963,477.539,0.207745,7.95784,10000,
221,72.2002,-18.1889,481.369,0.21774,7.96823,10000,
220,72.2002,-18.5101,484.558,0.223483,7.94806,10000,
219,72.2487,-17.4713,488.388,0.229736,7.99251,10000,
218,72.2487,-17.6007,491.455,0.235921,7.95149,10000,
217,72.2487,-16.9567,495.01,0.244656,7.96414,10000,
216,72.2487,-17.2346,498.718,0.255623,7.96768,10000,
215,72.2487,-17.3244,500.641,0.264676,7.89987,10000,
214,72.2487,-17.1992,502.93,0.276689,7.94925,10000,
213,72.2487,-17.7411,505.6,0.290467,7.99708,10000,
212,72.2972,-18.209,507.828,0.305513,7.92848,10000,
211,72.2972,-18.8618,510.376,0.325106,7.94484,10000,
210,72.2972,-18.6484,513.306,0.342631,7.938,10000,
209,72.2972,-18.5473,517.044,0.364623,7.98302,10000,
208,72.2972,-17.7716,520.782,0.390729,7.93584,10000,
207,72.3457,-16.7787,526.138,0.420784,8.00553,10000,
206,72.3457,-15.2306,530.792,0.450458,7.96662,10000,
205,72.3457,-11.6316,536.667,0.487496,7.95541,10000,
204,72.3457,-9.05757,543.716,0.528036,7.94515,10000,
203,72.3942,-4.81192,551.712,0.569941,7.94769,10000,
202,72.3457,0.0356217,561.02,0.617668,7.91432,10000,
201,72.3942,5.6575,567.795,0.669698,7.95689,10000,
200,72.3942,11.147,574.646,0.729428,7.9504,10000,
199,72.3942,16.657,582.397,0.792866,7.94979,10000,
198,72.3942,22.5877,591.492,0.861821,7.89542,10000,
197,72.3942,27.4926,602.402,0.933644,7.89703,10000,
196,72.3942,30.3454,615.524,1.00663,7.94168,10000,
195,72.3942,32.9188,626.541,1.07908,7.91436,10000,
194,72.4427,34.8693,634.033,1.15643,7.92606,10000,
193,72.4427,35.875,641.586,1.23389,7.81425,10000,
192,72.4427,35.7151,652.878,1.31394,7.94578,10000,
191,72.4427,34.2047,666.458,1.40187,7.95279,10000,
190,72.4427,33.2868,684.143,1.50345,7.92188,10000,
