ProDataCSV

Title: Tue Apr 28 11:31:33 2026 222nm

Remarks:
50 mM NaF
25 mM Pi pH 7.5
0.03 Abs Myo
User: Chirascan User
#HV (CDDC channel): 999.985 v
#Time per point: 0.25 s
#Description: Sample 1
#Concentration: 0 M
#Pathlength: 10 mm

Last Modified: Tue Apr 28 15:03:32 2026by unknown.

Options:

Available Dimensions:,1
Temperature,124 temperatures, from 20.3693 to 90.5322degrees Celsius in stepped ramp mode.

Available Properties:,6
CircularDichroism,
HV,
Absorbance,
Voltage,
Count,Time-per-point: 0.25s (25us x 10000),
Temperature,

Data:

Temperature,CircularDichroism,HV,Absorbance,Voltage,Count,
20.3693,-22.7735,474.258,0.193137,7.96675,10000,
20.3693,-22.5581,474.67,0.193979,7.98433,10000,
20.6191,-22.8178,474.838,0.193469,8.00716,10000,
20.9688,-22.36,474.792,0.192872,8.01451,10000,
21.4182,-22.6934,474.625,0.193601,7.9876,10000,
21.8175,-22.7414,474.335,0.193879,7.95927,10000,
22.4161,-22.5183,474.487,0.193431,7.97972,10000,
22.9645,-22.4051,474.091,0.193431,7.9479,10000,
23.4628,-22.3058,474.365,0.194304,7.95393,10000,
24.0107,-22.631,474.35,0.193476,7.96788,10000,
24.6081,-22.6194,474.701,0.19433,7.98031,10000,
25.1553,-22.6091,474.716,0.194102,7.98572,10000,
25.7023,-22.412,474.579,0.195114,7.95617,10000,
26.2491,-22.4224,474.716,0.194254,7.98293,10000,
26.7955,-22.3898,474.716,0.19437,7.9808,10000,
27.3417,-22.0738,474.823,0.195109,7.97577,10000,
27.9372,-22.2204,474.289,0.194767,7.93934,10000,
28.4828,-22.1148,475.159,0.195915,7.98775,10000,
29.0282,-22.1727,474.594,0.195087,7.95788,10000,
29.6228,-22.0719,475.25,0.196263,7.98864,10000,
30.1676,-22.3349,474.854,0.196384,7.95482,10000,
30.7616,-22.3352,474.808,0.195772,7.96239,10000,
31.3554,-22.2005,474.93,0.196829,7.95274,10000,
31.8994,-22.0203,474.625,0.197341,7.91912,10000,
32.4432,-22.0471,475.372,0.197989,7.96666,10000,
33.0361,-22.0489,475.067,0.19768,7.94808,10000,
33.5793,-22.0527,475.204,0.197158,7.96856,10000,
34.1717,-22.0488,475.357,0.197532,7.97382,10000,
34.7638,-22.0112,475.372,0.197779,7.9705,10000,
35.3556,-21.7116,475.342,0.197411,7.97483,10000,
35.8979,-21.5906,475.25,0.198421,7.94905,10000,
36.4892,-21.7964,475.388,0.199194,7.94579,10000,
37.0803,-22.0924,474.991,0.198392,7.92901,10000,
37.671,-21.7092,475.586,0.199533,7.95527,10000,
38.2124,-21.7941,476.151,0.199015,8.00946,10000,
38.8518,-21.731,475.647,0.200064,7.95038,10000,
39.3927,-21.4244,476.41,0.200957,7.99419,10000,
39.9825,-21.7457,475.937,0.200091,7.97278,10000,
40.5721,-21.6905,476.059,0.200971,7.96626,10000,
41.1614,-21.4071,475.952,0.201221,7.95326,10000,
41.7014,-21.405,476.135,0.20185,7.95616,10000,
42.2903,-21.2524,475.998,0.199246,7.99314,10000,
42.8789,-20.8705,475.708,0.199802,7.95999,10000,
43.4674,-21.6895,475.693,0.200673,7.94284,10000,
44.0556,-21.3888,475.25,0.199822,7.92345,10000,
44.6436,-21.1562,475.876,0.199411,7.98044,10000,
45.2313,-21.3501,475.906,0.199989,7.97225,10000,
45.7699,-21.0629,475.723,0.200967,7.93988,10000,
46.4063,-21.5361,475.815,0.199641,7.9714,10000,
46.9445,-21.083,475.296,0.198868,7.9445,10000,
47.5315,-21.2068,475.723,0.199922,7.959,10000,
48.1183,-21.2006,475.891,0.201279,7.94739,10000,
48.7049,-20.8322,475.723,0.201052,7.93833,10000,
49.2913,-20.9502,476.303,0.200822,7.98825,10000,
49.8775,-20.6835,475.891,0.20203,7.93365,10000,
50.4635,-21.1469,476.837,0.201932,8.00986,10000,
51.0494,-20.3034,476.196,0.201687,7.96395,10000,
51.6351,-20.6514,476.715,0.201685,8.00481,10000,
52.2206,-20.4577,476.532,0.202124,7.98232,10000,
52.806,-20.6506,476.059,0.202269,7.94249,10000,
53.3912,-21.0808,475.433,0.199934,7.93588,10000,
53.9763,-20.3001,476.212,0.200948,7.97872,10000,
54.5611,-20.2128,476.425,0.201972,7.97673,10000,
55.1459,-20.5033,476.501,0.201974,7.9827,10000,
55.7305,-20.1634,476.135,0.202531,7.94369,10000,
56.3149,-20.3504,476.135,0.201872,7.95576,10000,
56.8993,-20.2844,475.8,0.201248,7.94074,10000,
57.4834,-19.9036,476.456,0.202331,7.97253,10000,
58.0675,-19.7618,476.73,0.20281,7.9853,10000,
58.7,-20.1281,476.593,0.203202,7.96732,10000,
59.2838,-20.0079,476.486,0.203764,7.94866,10000,
59.8675,-19.71,476.685,0.205047,7.9407,10000,
60.451,-19.5996,476.761,0.203931,7.96711,10000,
61.0345,-19.8485,476.303,0.202408,7.95913,10000,
61.6178,-19.842,476.959,0.202632,8.00656,10000,
62.201,-19.6508,476.379,0.203805,7.93954,10000,
62.7841,-19.6568,476.761,0.204003,7.96579,10000,
63.3672,-19.404,476.776,0.204247,7.9625,10000,
63.9501,-19.4287,476.776,0.20378,7.97108,10000,
