ProDataCSV

Title: Tue Apr 28 11:31:33 2026 29.0281C

Remarks:
50 mM NaF
25 mM Pi pH 7.5
0.03 Abs Myo
User: Chirascan User
#HV (CDDC channel): 999.985 v
#Time per point: 0.25 s
#Description: Sample 1
#Concentration: 0 M
#Pathlength: 10 mm

Last Modified: Tue Apr 28 15:03:31 2026by unknown.

Options:

Available Dimensions:,1
Wavelength -en 1.000000 -ex 1.000000 -iter -range,Wavelength: 190nm - 240nm, Step Size: 1nm,Bandwidth: 1nm

Available Properties:,6
CircularDichroism,
HV,
Absorbance,
Voltage,
Count,Time-per-point: 0.25s (25us x 10000),
Temperature,

Data:

Wavelength,Temperature,CircularDichroism,HV,Absorbance,Voltage,Count,
240,28.929,-3.62723,419.8,0.0892759,8.07177,10000,
239,28.929,-3.92801,419.8,0.0935024,7.94957,10000,
238,28.929,-4.68458,419.8,0.09836,7.81939,10000,
237,28.929,-5.80293,423.111,0.101143,7.91648,10000,
236,28.929,-7.02458,426.224,0.103347,7.95534,10000,
235,28.9786,-8.01924,430.252,0.112302,7.97974,10000,
234,28.9786,-9.37803,434.036,0.116368,7.92524,10000,
233,28.9786,-10.925,438.705,0.121131,7.97691,10000,
232,28.9786,-12.5685,440.491,0.128829,7.85729,10000,
231,28.9786,-14.1955,444.565,0.139442,7.95502,10000,
230,28.9786,-16.04,447.678,0.149108,7.93122,10000,
229,28.9786,-17.2734,451.706,0.155847,8.00949,10000,
228,28.9786,-18.8915,454.697,0.163822,7.93455,10000,
227,29.0282,-19.696,458.054,0.171842,7.9414,10000,
226,29.0282,-21.0533,461.09,0.171164,7.95015,10000,
225,29.0282,-21.417,464.828,0.182072,7.96008,10000,
224,29.0282,-22.4716,468.063,0.184326,7.95831,10000,
223,29.0282,-22.4538,471.512,0.189862,7.95528,10000,
222,29.0282,-22.1727,474.594,0.195087,7.95788,10000,
221,29.0282,-21.9811,478.012,0.204004,7.96472,10000,
220,29.0282,-21.6954,481.216,0.210668,7.93641,10000,
219,29.0777,-21.3015,485.229,0.217939,7.98381,10000,
218,29.0777,-20.9428,487.991,0.222199,7.96264,10000,
217,29.0777,-20.9367,491.623,0.231861,7.97076,10000,
216,29.0777,-20.6971,493.881,0.239858,7.93919,10000,
215,29.0777,-20.5087,496.918,0.246238,7.95764,10000,
214,29.0777,-20.3995,500.412,0.258194,7.9759,10000,
213,29.1273,-20.471,502.045,0.269375,7.95677,10000,
212,29.1273,-20.7549,504.471,0.280876,7.99073,10000,
211,29.1273,-21.2249,505.844,0.29642,7.95953,10000,
210,29.1273,-21.7101,508.545,0.312523,7.97352,10000,
209,29.1273,-21.6517,510.925,0.330414,7.97286,10000,
208,29.1273,-20.9535,513.184,0.350227,7.91668,10000,
207,29.1273,-19.1041,516.144,0.37482,7.89582,10000,
206,29.1768,-16.3818,520.157,0.399815,7.93142,10000,
205,29.1768,-13.4558,523.911,0.429094,7.92985,10000,
204,29.1768,-9.51658,528.564,0.45963,7.97381,10000,
203,29.1768,-4.56867,533.417,0.494318,7.94414,10000,
202,29.1768,0.443007,540.268,0.534589,7.97285,10000,
201,29.1768,7.14253,547.592,0.578808,7.96458,10000,
200,29.1768,13.3949,556.366,0.631668,7.92812,10000,
199,29.1768,20.1279,564.072,0.688883,7.854,10000,
198,29.2264,27.0871,571.136,0.750379,7.93466,10000,
197,29.2264,32.9602,578.323,0.814245,7.95146,10000,
196,29.2264,37.6121,586.121,0.879054,7.94191,10000,
195,29.2264,41.4785,593.994,0.943467,7.93668,10000,
194,29.2264,43.4602,600.418,1.0082,7.82647,10000,
193,29.2264,43.9277,609.863,1.06931,7.92842,10000,
192,29.276,43.0121,618.423,1.13097,7.93325,10000,
191,29.276,43.4945,626.541,1.19326,7.92003,10000,
190,29.276,40.5737,631.897,1.26184,7.88317,10000,
