ProDataCSV

Title: Tue Apr 28 11:31:33 2026 194nm

Remarks:
50 mM NaF
25 mM Pi pH 7.5
0.03 Abs Myo
User: Chirascan User
#HV (CDDC channel): 999.985 v
#Time per point: 0.25 s
#Description: Sample 1
#Concentration: 0 M
#Pathlength: 10 mm

Last Modified: Tue Apr 28 15:03:32 2026by unknown.

Options:

Available Dimensions:,1
Temperature,124 temperatures, from 20.3693 to 90.7264degrees Celsius in stepped ramp mode.

Available Properties:,6
CircularDichroism,
HV,
Absorbance,
Voltage,
Count,Time-per-point: 0.25s (25us x 10000),
Temperature,

Data:

Temperature,CircularDichroism,HV,Absorbance,Voltage,Count,
20.3693,43.4554,595.825,0.981946,7.9339,10000,
20.4193,43.6066,595.917,0.982117,7.93835,10000,
20.769,43.5266,595.535,0.982041,7.90816,10000,
21.1186,44.3048,596.359,0.984347,7.93412,10000,
21.5679,43.4665,596.115,0.985186,7.89875,10000,
22.0669,44.0895,596.71,0.985699,7.93826,10000,
22.6155,43.7652,597.015,0.987872,7.92356,10000,
23.1639,43.0465,596.909,0.988869,7.8967,10000,
23.6621,43.149,597.977,0.991462,7.93622,10000,
24.2596,43.6085,597.748,0.991179,7.92284,10000,
24.8071,42.8285,597.351,0.992996,7.85772,10000,
25.3543,43.8943,598.694,0.995161,7.9265,10000,
25.9012,43.1245,598.969,0.996628,7.92176,10000,
26.4478,42.7256,599.197,0.99784,7.91795,10000,
26.9941,43.292,599.686,0.99973,7.92236,10000,
27.5898,43.2134,600.296,1.00165,7.93567,10000,
28.1356,43.2837,600.8,1.00431,7.92688,10000,
28.6811,43.1709,601.059,1.00587,7.91869,10000,
29.2264,43.4602,600.418,1.0082,7.82647,10000,
29.8209,43.058,601.944,1.00906,7.9296,10000,
30.3656,43.0297,602.158,1.01115,7.9082,10000,
30.9596,42.7248,602.966,1.01186,7.95767,10000,
31.5532,43.1764,603.287,1.01608,7.9053,10000,
32.0972,42.7886,603.317,1.01625,7.90458,10000,
32.6408,42.6563,603.439,1.01663,7.90701,10000,
33.2337,42.2876,604.111,1.01834,7.92701,10000,
33.8262,42.4695,604.263,1.0189,7.92829,10000,
34.4185,41.9443,604.721,1.02101,7.92453,10000,
34.9611,42.657,604.797,1.02073,7.93553,10000,
35.5529,42.1273,605.377,1.02219,7.95257,10000,
36.1443,42.4843,605.56,1.02357,7.94113,10000,
36.7355,41.9965,605.789,1.02548,7.92338,10000,
37.3265,41.659,606.796,1.02759,7.96003,10000,
37.8679,42.0042,607.315,1.03039,7.94735,10000,
38.4584,42.0203,607.346,1.03308,7.90051,10000,
39.0485,42.1928,608.521,1.03485,7.95457,10000,
39.6385,41.5203,609.085,1.03808,7.9367,10000,
40.2282,41.7561,609.665,1.04143,7.91758,10000,
40.7685,41.9377,609.772,1.04244,7.90683,10000,
41.3578,41.879,610.794,1.04365,7.95835,10000,
41.9468,42.176,608.871,1.04568,7.78373,10000,
42.5356,42.1439,611.145,1.04544,7.9507,10000,
43.0751,40.9738,611.771,1.04818,7.94506,10000,
43.7125,42.2154,612.137,1.04847,7.96587,10000,
44.2516,41.9723,612.061,1.05088,7.91635,10000,
44.8885,41.2243,612.823,1.05284,7.93443,10000,
45.4272,41.0259,613.724,1.05559,7.94723,10000,
46.0147,41.3836,613.419,1.05532,7.93075,10000,
46.602,41.5977,613.739,1.05641,7.93325,10000,
47.1891,40.4281,614.41,1.05874,7.93737,10000,
47.776,41.1189,612.686,1.06028,7.79019,10000,
48.3627,41.1723,615.494,1.06432,7.91034,10000,
48.9004,40.6176,616.135,1.06455,7.94998,10000,
49.5356,41.3452,616.776,1.06715,7.94615,10000,
50.0729,40.2872,617.111,1.06937,7.92826,10000,
50.7077,41.2568,617.599,1.07111,7.92958,10000,
51.2935,41.1921,618.179,1.07344,7.92605,10000,
51.8303,40.6538,619.11,1.07584,7.94447,10000,
52.4646,41.0784,619.354,1.07829,7.91587,10000,
53.0499,40.7315,619.415,1.07812,7.92303,10000,
53.635,40.2862,619.888,1.0792,7.93474,10000,
54.22,40.4998,621.109,1.08264,7.95215,10000,
54.8048,39.8034,621.368,1.08418,7.94113,10000,
55.3895,40.0607,622.101,1.08619,7.95215,10000,
55.974,39.7988,622.314,1.08734,7.94502,10000,
56.5584,39.969,622.391,1.09014,7.89872,10000,
57.1427,39.1764,623.871,1.09329,7.9366,10000,
57.7268,40.1067,624.1,1.09445,7.93004,10000,
58.3108,38.6559,624.649,1.09723,7.91427,10000,
58.8947,39.0417,625.366,1.09894,7.95167,10000,
59.4784,39.1879,625.9,1.10115,7.97851,10000,
60.062,39.6285,626.251,1.10447,7.96158,10000,
60.6455,39.1074,626.343,1.10635,7.93857,10000,
61.2289,38.6954,626.312,1.10768,7.91058,10000,
61.8122,38.5102,626.999,1.1097,7.95847,10000,
62.3954,37.9328,626.923,1.11197,7.90766,10000,
62.9785,38.4485,627.914,1.11482,7.97692,10000,
63.6101,38.3232,627.975,1.1176,7.93348,10000,
64.1929,37.5092,628.22,1.11925,7.93274,10000,
64.7757,37.4214,628.677,1.12152,7.94637,10000,
65.3585,37.7205,629.15,1.1249,7.94116,10000,
65.9411,37.1231,629.517,1.12607,7.96328,10000,
66.5236,37.4048,629.852,1.13023,7.92695,10000,
67.1546,36.754,629.929,1.1312,7.91826,10000,
67.7371,36.582,631.134,1.13643,7.9632,10000,
68.2709,35.8501,630.844,1.13781,7.90442,10000,
68.9017,36.7151,631.271,1.14011,7.91194,10000,
69.4839,36.1691,631.866,1.14223,7.94158,10000,
70.066,35.9134,632.538,1.14594,7.95007,10000,
70.6481,35.2948,632.736,1.14797,7.93547,10000,
71.2302,34.7348,633.209,1.15124,7.92904,10000,
71.8122,35.1294,633.728,1.1554,7.91097,10000,
72.4427,34.8693,634.033,1.15643,7.92606,10000,
73.0246,35.0852,633.606,1.1595,7.82333,10000,
73.6065,35.215,635.086,1.16277,7.9263,10000,
74.1884,34.3885,635.376,1.16553,7.90739,10000,
74.7702,34.2144,636.429,1.16852,7.96663,10000,
75.352,33.1777,636.719,1.17324,7.91149,10000,
75.9338,32.7158,636.047,1.17531,7.80265,10000,
76.5641,32,638.184,1.1805,7.93386,10000,
77.1459,30.8046,638.87,1.18288,7.96212,10000,
77.7276,30.9037,639.526,1.18651,7.96372,10000,
78.3094,29.9007,640.091,1.19042,7.95013,10000,
78.8912,30.7135,640.884,1.19641,7.92134,10000,
79.4729,28.8615,642.059,1.20206,7.93619,10000,
80.1032,27.2847,641.998,1.20553,7.86704,10000,
80.6365,26.7186,643.89,1.21285,7.91969,10000,
81.2668,24.4929,645.05,1.21927,7.91459,10000,
81.8486,23.4853,646.133,1.22534,7.90722,10000,
82.4305,21.2351,648.102,1.23267,7.95789,10000,
83.0123,18.9389,649.46,1.24265,7.90041,10000,
83.5942,16.5572,650.894,1.25099,7.87797,10000,
84.2247,14.429,652.695,1.25775,7.9143,10000,
84.8066,11.9175,654.205,1.267,7.87732,10000,
85.3887,10.8916,656.082,1.27418,7.90662,10000,
85.9707,9.44611,658.142,1.28123,7.95071,10000,
86.6013,7.62922,659.119,1.28627,7.9392,10000,
87.135,6.92022,660.843,1.29315,7.95379,10000,
87.7657,5.75849,661.774,1.29766,7.94614,10000,
88.348,5.48528,662.46,1.30215,7.91878,10000,
88.9789,5.35798,663.834,1.30657,7.94638,10000,
89.5128,4.07671,664.978,1.3108,7.95823,10000,
90.1438,3.25847,665.314,1.31342,7.93621,10000,
90.7264,3.50159,665.833,1.31778,7.89663,10000,
