ProDataCSV

Title: Tue Apr 28 11:31:33 2026 67.5187C

Remarks:
50 mM NaF
25 mM Pi pH 7.5
0.03 Abs Myo
User: Chirascan User
#HV (CDDC channel): 999.985 v
#Time per point: 0.25 s
#Description: Sample 1
#Concentration: 0 M
#Pathlength: 10 mm

Last Modified: Tue Apr 28 15:03:32 2026by unknown.

Options:

Available Dimensions:,1
Wavelength -en 1.000000 -ex 1.000000 -iter -range,Wavelength: 190nm - 240nm, Step Size: 1nm,Bandwidth: 1nm

Available Properties:,6
CircularDichroism,
HV,
Absorbance,
Voltage,
Count,Time-per-point: 0.25s (25us x 10000),
Temperature,

Data:

Wavelength,Temperature,CircularDichroism,HV,Absorbance,Voltage,Count,
240,67.3488,-3.58887,422.134,0.100615,8.03486,10000,
239,67.3973,-4.01365,422.623,0.104584,7.95315,10000,
238,67.3973,-4.98428,424.683,0.109272,7.97237,10000,
237,67.3973,-5.80715,426.62,0.112698,7.9532,10000,
236,67.3973,-6.78239,429.855,0.115379,7.98506,10000,
235,67.3973,-7.55348,433.67,0.126322,7.95052,10000,
234,67.3973,-8.88597,437.5,0.128113,7.93363,10000,
233,67.3973,-10.3867,440.079,0.131207,7.96199,10000,
232,67.3973,-11.4494,443.344,0.140466,7.98283,10000,
231,67.4459,-12.7477,446.289,0.150176,7.95317,10000,
230,67.4459,-14.0464,449.524,0.159446,7.9414,10000,
229,67.4459,-15.3872,453.11,0.1642,8.00071,10000,
228,67.4459,-16.3747,456.558,0.173362,7.94347,10000,
227,67.4459,-17.3832,460.251,0.181959,7.96381,10000,
226,67.4459,-17.9221,462.982,0.180423,7.9535,10000,
225,67.4459,-18.4731,466.843,0.190851,7.97569,10000,
224,67.4944,-19.1178,470.123,0.194866,7.93942,10000,
223,67.4944,-19.0226,473.785,0.199811,7.95827,10000,
222,67.4944,-18.8502,476.959,0.205633,7.95142,10000,
221,67.4944,-18.6722,480.865,0.215339,7.97446,10000,
220,67.4944,-18.5965,484.161,0.221021,7.96431,10000,
219,67.4944,-18.2134,487.289,0.228216,7.94282,10000,
218,67.5429,-18.4616,490.845,0.232951,7.96409,10000,
217,67.5429,-17.9981,494.324,0.242655,7.95514,10000,
216,67.5429,-17.7755,497.742,0.251037,7.98872,10000,
215,67.5429,-17.8391,500.702,0.259657,7.99941,10000,
214,67.5915,-17.914,502.396,0.27302,7.95126,10000,
213,67.5429,-18.1078,504.456,0.286037,7.94331,10000,
212,67.5915,-18.2502,507.172,0.300205,7.95111,10000,
211,67.5915,-18.9097,509.583,0.31862,7.97658,10000,
210,67.5915,-19.2579,512.177,0.335728,7.94505,10000,
209,67.5915,-19.2282,515.503,0.358691,7.936,10000,
208,67.5915,-18.8602,519.531,0.383175,7.95377,10000,
207,67.5915,-17.2616,524.002,0.412664,7.96004,10000,
206,67.5915,-14.9535,528.9,0.4412,7.97322,10000,
205,67.64,-12.4343,534.668,0.478931,7.9503,10000,
204,67.64,-8.50236,540.634,0.516744,7.9178,10000,
203,67.64,-4.35721,548.492,0.557321,7.95139,10000,
202,67.64,0.178044,557.388,0.603565,7.93518,10000,
201,67.6885,5.84045,565.536,0.65594,7.9394,10000,
200,67.64,11.4114,572.098,0.714157,7.95381,10000,
199,67.6885,17.5474,579.727,0.777671,7.96606,10000,
198,67.6885,23.586,588.15,0.845638,7.89586,10000,
197,67.6885,28.3502,598.801,0.915166,7.9505,10000,
196,67.6885,32.4211,610.641,0.987668,7.94552,10000,
195,67.6885,34.3189,622.07,1.05882,7.90306,10000,
194,67.7371,36.582,631.134,1.13643,7.9632,10000,
193,67.7371,36.9874,638.962,1.21147,7.95522,10000,
192,67.7371,37.3023,647.537,1.2878,7.94002,10000,
191,67.7371,35.0951,659.531,1.37254,7.94143,10000,
190,67.7371,34.5135,675.003,1.46785,7.95258,10000,
