ProDataCSV

Title: Tue Apr 28 11:31:33 2026 89.3187C

Remarks:
50 mM NaF
25 mM Pi pH 7.5
0.03 Abs Myo
User: Chirascan User
#HV (CDDC channel): 999.985 v
#Time per point: 0.25 s
#Description: Sample 1
#Concentration: 0 M
#Pathlength: 10 mm

Last Modified: Tue Apr 28 15:03:32 2026by unknown.

Options:

Available Dimensions:,1
Wavelength -en 1.000000 -ex 1.000000 -iter -range,Wavelength: 190nm - 240nm, Step Size: 1nm,Bandwidth: 1nm

Available Properties:,6
CircularDichroism,
HV,
Absorbance,
Voltage,
Count,Time-per-point: 0.25s (25us x 10000),
Temperature,

Data:

Wavelength,Temperature,CircularDichroism,HV,Absorbance,Voltage,Count,
240,89.173,-2.29036,425.385,0.115257,7.99877,10000,
239,89.173,-2.82721,425.919,0.118298,7.93658,10000,
238,89.2216,-2.95918,427.887,0.121621,7.97022,10000,
237,89.2216,-3.29023,430.176,0.125497,7.96282,10000,
236,89.2216,-3.41793,430.176,0.128353,7.77121,10000,
235,89.2216,-4.1425,437.225,0.13654,7.99348,10000,
234,89.2216,-4.18038,439.362,0.138659,7.97392,10000,
233,89.2216,-4.47751,441.559,0.141301,7.95599,10000,
232,89.2216,-4.59109,444.26,0.149351,7.92594,10000,
231,89.3186,-5.22868,447.815,0.157766,7.98267,10000,
230,89.2701,-5.55575,450.317,0.162642,7.96711,10000,
229,89.2701,-6.24555,453.598,0.168215,7.97663,10000,
228,89.2701,-6.11838,457.672,0.176899,7.98665,10000,
227,89.2701,-6.59382,461.06,0.187181,7.94327,10000,
226,89.2701,-6.65904,464.34,0.187468,7.9463,10000,
225,89.3186,-6.95102,468.75,0.200267,7.96671,10000,
224,89.3186,-7.52045,472.351,0.203488,7.96564,10000,
223,89.2701,-7.21556,476.303,0.209383,7.9832,10000,
222,89.3186,-7.69814,479.721,0.21729,7.95052,10000,
221,89.3186,-7.64154,484.116,0.227278,7.99641,10000,
220,89.3186,-7.80804,487.503,0.235042,7.94734,10000,
219,89.3186,-7.51888,491.15,0.244941,7.90551,10000,
218,89.3186,-7.82935,495.865,0.250779,7.97502,10000,
217,89.3672,-7.58392,499.481,0.262221,7.93339,10000,
216,89.3672,-7.75136,502.228,0.273795,7.99554,10000,
215,89.3672,-7.8462,504.425,0.28533,7.98443,10000,
214,89.3672,-8.06273,506.561,0.299913,7.95358,10000,
213,89.3672,-8.38025,509.46,0.316288,7.96264,10000,
212,89.3672,-9.15178,512.451,0.333185,7.92811,10000,
211,89.3672,-9.30655,516.144,0.356722,7.97166,10000,
210,89.4157,-10.5102,519.806,0.37777,7.9488,10000,
209,89.4157,-10.6222,524.353,0.405357,7.93614,10000,
208,89.4157,-10.985,530.06,0.435866,7.94924,10000,
207,89.4157,-11.229,536.423,0.472123,7.93827,10000,
206,89.4157,-11.6481,544.327,0.509707,7.95902,10000,
205,89.4643,-11.366,552.734,0.554029,7.93131,10000,
204,89.4643,-10.9553,563.08,0.601599,7.96651,10000,
203,89.4643,-10.4342,569.275,0.65094,8.00084,10000,
202,89.4643,-9.98454,575.851,0.706306,7.9256,10000,
201,89.4643,-8.76899,584.656,0.767535,7.93169,10000,
200,89.4643,-6.28952,594.589,0.832973,7.93742,10000,
199,89.4643,-5.3516,605.774,0.902358,7.93101,10000,
198,89.5128,-3.25309,620.178,0.977175,7.95181,10000,
197,89.5128,-0.591041,630.63,1.05575,7.9327,10000,
196,89.5128,1.21211,640.747,1.13821,7.94628,10000,
195,89.5128,3.03975,651.566,1.22178,7.92443,10000,
194,89.5128,4.07671,664.978,1.3108,7.95823,10000,
193,89.5613,5.02697,679.916,1.39848,7.94194,10000,
192,89.5613,6.10753,693.039,1.49259,7.92897,10000,
191,89.5613,5.64902,706.406,1.59786,7.93142,10000,
190,89.5613,6.11125,725.677,1.72162,7.93489,10000,
