ProDataCSV

Title: Tue Apr 28 11:31:33 2026 37.671C

Remarks:
50 mM NaF
25 mM Pi pH 7.5
0.03 Abs Myo
User: Chirascan User
#HV (CDDC channel): 999.985 v
#Time per point: 0.25 s
#Description: Sample 1
#Concentration: 0 M
#Pathlength: 10 mm

Last Modified: Tue Apr 28 15:03:31 2026by unknown.

Options:

Available Dimensions:,1
Wavelength -en 1.000000 -ex 1.000000 -iter -range,Wavelength: 190nm - 240nm, Step Size: 1nm,Bandwidth: 1nm

Available Properties:,6
CircularDichroism,
HV,
Absorbance,
Voltage,
Count,Time-per-point: 0.25s (25us x 10000),
Temperature,

Data:

Wavelength,Temperature,CircularDichroism,HV,Absorbance,Voltage,Count,
240,37.5234,-3.525,420.212,0.0939789,8.0155,10000,
239,37.5234,-3.99631,420.212,0.0967453,7.92072,10000,
238,37.5234,-4.93058,422.531,0.101424,7.96207,10000,
237,37.5234,-6.02187,425.018,0.105297,7.97632,10000,
236,37.5726,-6.94586,427.185,0.107481,7.94657,10000,
235,37.5726,-7.89457,431.183,0.118224,7.93389,10000,
234,37.5726,-9.11745,435.776,0.120377,7.96482,10000,
233,37.5726,-11.0478,438.66,0.12242,7.94754,10000,
232,37.5726,-12.0344,441.956,0.133311,7.95056,10000,
231,37.6218,-13.797,445.313,0.14366,7.9628,10000,
230,37.6218,-15.7181,448.441,0.152745,7.94764,10000,
229,37.6218,-17.1165,451.675,0.159463,7.93992,10000,
228,37.6218,-18.1004,455.521,0.166752,7.96268,10000,
227,37.6218,-19.3655,458.755,0.175971,7.93274,10000,
226,37.6218,-20.1214,462.646,0.176586,7.99345,10000,
225,37.671,-20.939,465.637,0.184978,7.97817,10000,
224,37.671,-21.5514,468.887,0.186844,7.98236,10000,
223,37.671,-21.5371,472.137,0.193524,7.93962,10000,
222,37.671,-21.7092,475.586,0.199533,7.95527,10000,
221,37.671,-21.2912,478.897,0.207943,7.96062,10000,
220,37.671,-21.1698,482.666,0.213764,7.98757,10000,
219,37.671,-20.9004,485.596,0.221464,7.94559,10000,
218,37.671,-20.5268,488.724,0.225372,7.95591,10000,
217,37.671,-20.2391,492.02,0.233967,7.95917,10000,
216,37.7203,-19.5284,494.812,0.243278,7.9386,10000,
215,37.7203,-19.5446,497.879,0.249849,7.95397,10000,
214,37.7203,-19.3904,500.793,0.261588,7.96179,10000,
213,37.7203,-19.5675,502.64,0.273584,7.95269,10000,
212,37.7203,-20.5377,504.837,0.284634,7.9652,10000,
211,37.7203,-20.797,506.5,0.301272,7.94667,10000,
210,37.7695,-21.1924,509.155,0.315585,7.98554,10000,
209,37.7695,-21.2054,511.49,0.334654,7.9561,10000,
208,37.7695,-20.1793,514.648,0.356345,7.95702,10000,
207,37.7695,-18.4892,518.051,0.380932,7.97431,10000,
206,37.7695,-16.5306,521.713,0.405197,7.98123,10000,
205,37.8187,-12.9635,525.711,0.437162,7.94608,10000,
204,37.8187,-8.94194,530.655,0.470018,7.96405,10000,
203,37.8187,-4.34389,536.591,0.507795,7.95624,10000,
202,37.8187,1.20093,543.457,0.548693,7.95758,10000,
201,37.8187,7.08686,551.117,0.594065,7.93583,10000,
200,37.8187,13.4844,560.944,0.646333,7.96005,10000,
199,37.8187,20.0617,567.307,0.704391,7.96112,10000,
198,37.8679,27.3947,573.99,0.768872,7.90888,10000,
197,37.8679,33.0967,581.497,0.833135,7.92151,10000,
196,37.8679,37.6309,590.088,0.899299,7.92939,10000,
195,37.8679,40.2688,598.74,0.9642,7.94871,10000,
194,37.8679,42.0042,607.315,1.03039,7.94735,10000,
193,37.9171,43.4509,616.562,1.09393,7.9483,10000,
192,37.9171,42.5706,625.87,1.15925,7.95511,10000,
191,37.9171,41.4876,631.958,1.22676,7.95226,10000,
190,37.9171,39.5129,638.733,1.3005,7.92199,10000,
