ProDataCSV

Title: Tue Apr 28 11:31:33 2026 88.1539C

Remarks:
50 mM NaF
25 mM Pi pH 7.5
0.03 Abs Myo
User: Chirascan User
#HV (CDDC channel): 999.985 v
#Time per point: 0.25 s
#Description: Sample 1
#Concentration: 0 M
#Pathlength: 10 mm

Last Modified: Tue Apr 28 15:03:32 2026by unknown.

Options:

Available Dimensions:,1
Wavelength -en 1.000000 -ex 1.000000 -iter -range,Wavelength: 190nm - 240nm, Step Size: 1nm,Bandwidth: 1nm

Available Properties:,6
CircularDichroism,
HV,
Absorbance,
Voltage,
Count,Time-per-point: 0.25s (25us x 10000),
Temperature,

Data:

Wavelength,Temperature,CircularDichroism,HV,Absorbance,Voltage,Count,
240,88.0084,-2.56266,426.208,0.11452,8.07084,10000,
239,88.0084,-2.91291,426.208,0.116935,7.98188,10000,
238,88.0084,-3.06286,426.208,0.120817,7.86882,10000,
237,88.0569,-3.52709,429.84,0.124665,7.95533,10000,
236,88.0569,-3.3897,433.182,0.127841,7.97913,10000,
235,88.0569,-3.95935,436.676,0.135241,7.98213,10000,
234,88.0569,-4.30204,438.248,0.137794,7.85155,10000,
233,88.0569,-4.73022,441.528,0.140126,7.97388,10000,
232,88.0569,-4.94294,444.168,0.147943,7.94118,10000,
231,88.1054,-5.57739,447.403,0.155705,7.97526,10000,
230,88.1054,-5.76571,450.439,0.162593,7.98093,10000,
229,88.1054,-6.1069,453.232,0.168888,7.92717,10000,
228,88.1054,-6.67842,457.26,0.177599,7.93403,10000,
227,88.1054,-6.52124,460.892,0.187302,7.92557,10000,
226,88.1054,-6.90996,464.325,0.187074,7.95216,10000,
225,88.1539,-7.38718,468.826,0.198854,7.99918,10000,
224,88.1539,-7.46343,472.076,0.201904,7.97219,10000,
223,88.1539,-7.65569,475.876,0.209882,7.94041,10000,
222,88.1539,-7.80793,480.225,0.217649,7.98213,10000,
221,88.1539,-7.70127,483.643,0.228818,7.93356,10000,
220,88.1539,-7.76907,487.885,0.233981,7.9938,10000,
219,88.1539,-8.17128,491.287,0.243432,7.94241,10000,
218,88.2025,-7.87913,495.575,0.250577,7.9596,10000,
217,88.2025,-8.34697,499.985,0.260502,7.99708,10000,
216,88.2025,-8.4824,501.602,0.272045,7.95021,10000,
215,88.2025,-7.99885,503.647,0.283716,7.92098,10000,
214,88.2025,-8.77068,506.561,0.29868,7.97619,10000,
213,88.2025,-8.38809,509.14,0.31484,7.95367,10000,
212,88.251,-9.52547,510.818,0.331283,7.78945,10000,
211,88.251,-9.47785,515.594,0.354061,7.96464,10000,
210,88.251,-10.3571,519.135,0.37502,7.93405,10000,
209,88.251,-10.7873,524.109,0.40253,7.96553,10000,
208,88.251,-11.5839,529.16,0.43294,7.92513,10000,
207,88.251,-11.6337,535.797,0.469456,7.93665,10000,
206,88.251,-11.8937,543.213,0.505519,7.95234,10000,
205,88.251,-11.5908,551.651,0.550032,7.92938,10000,
204,88.2995,-11.3784,561.89,0.597103,7.93648,10000,
203,88.2995,-10.2934,568.314,0.646537,7.97023,10000,
202,88.2995,-9.44128,575.211,0.701684,7.94273,10000,
201,88.2995,-7.84272,583.725,0.761812,7.94855,10000,
200,88.2995,-6.22775,593.17,0.826548,7.93486,10000,
199,88.2995,-3.6601,604.37,0.896724,7.92794,10000,
198,88.348,-1.90055,617.813,0.970652,7.91328,10000,
197,88.348,-0.421109,628.922,1.04816,7.87013,10000,
196,88.348,1.977,639.282,1.13108,7.92649,10000,
195,88.348,3.39945,649.811,1.21346,7.91855,10000,
194,88.348,5.48528,662.46,1.30215,7.91878,10000,
193,88.348,6.54701,677.963,1.39046,7.9553,10000,
192,88.348,7.45677,691.788,1.48283,7.95997,10000,
191,88.3966,7.86378,704.483,1.58697,7.94071,10000,
190,88.3966,8.80084,721.481,1.70977,7.81453,10000,
