ProDataCSV

Title: Tue Apr 28 11:31:33 2026 226nm

Remarks:
50 mM NaF
25 mM Pi pH 7.5
0.03 Abs Myo
User: Chirascan User
#HV (CDDC channel): 999.985 v
#Time per point: 0.25 s
#Description: Sample 1
#Concentration: 0 M
#Pathlength: 10 mm

Last Modified: Tue Apr 28 15:03:32 2026by unknown.

Options:

Available Dimensions:,1
Temperature,124 temperatures, from 20.3693 to 90.4837degrees Celsius in stepped ramp mode.

Available Properties:,6
CircularDichroism,
HV,
Absorbance,
Voltage,
Count,Time-per-point: 0.25s (25us x 10000),
Temperature,

Data:

Temperature,CircularDichroism,HV,Absorbance,Voltage,Count,
20.3693,-21.2064,460.495,0.17065,7.90454,10000,
20.3693,-21.0421,460.907,0.170824,7.93945,10000,
20.6191,-20.962,460.663,0.170346,7.92562,10000,
20.9189,-21.2855,461.166,0.170239,7.97416,10000,
21.3683,-21.3545,461.151,0.170568,7.96671,10000,
21.8175,-21.125,460.892,0.169646,7.95961,10000,
22.3662,-20.8931,461.014,0.170093,7.96272,10000,
22.9147,-21.0358,461.197,0.17027,7.97641,10000,
23.4628,-21.0616,461.075,0.170795,7.9555,10000,
24.0107,-21.3144,460.785,0.169516,7.95208,10000,
24.5583,-21.0775,460.846,0.16968,7.95475,10000,
25.0559,-20.7696,461.411,0.169132,8.01716,10000,
25.6526,-20.7887,461.288,0.170961,7.9722,10000,
26.1994,-20.6169,461.319,0.170345,7.98634,10000,
26.7458,-21.0881,461.09,0.171367,7.94644,10000,
27.3417,-21.0007,461.212,0.170175,7.97957,10000,
27.8876,-21.2061,460.892,0.170715,7.94004,10000,
28.4332,-20.8028,461.349,0.171663,7.96494,10000,
29.0282,-21.0533,461.09,0.171164,7.95015,10000,
29.5732,-20.6837,461.67,0.171628,7.99515,10000,
30.1181,-20.7465,461.365,0.171859,7.96276,10000,
30.7121,-20.9476,461.319,0.173147,7.93497,10000,
31.3059,-20.5866,461.487,0.172752,7.95764,10000,
31.85,-20.3518,461.639,0.173147,7.96444,10000,
32.4432,-20.6333,461.411,0.172819,7.94939,10000,
32.9867,-20.4882,461.456,0.173668,7.93806,10000,
33.5793,-20.6362,461.655,0.173877,7.95246,10000,
34.1717,-20.5225,461.685,0.172563,7.97935,10000,
34.7145,-20.4016,462.173,0.173279,8.01109,10000,
35.3063,-20.6944,461.716,0.174092,7.95411,10000,
35.8979,-20.4159,459.381,0.173721,7.74658,10000,
36.4892,-20.2118,461.899,0.173983,7.97292,10000,
37.031,-20.1853,462.143,0.174524,7.98535,10000,
