ProDataCSV

Title: Tue Apr 28 11:31:33 2026 40.0071C

Remarks:
50 mM NaF
25 mM Pi pH 7.5
0.03 Abs Myo
User: Chirascan User
#HV (CDDC channel): 999.985 v
#Time per point: 0.25 s
#Description: Sample 1
#Concentration: 0 M
#Pathlength: 10 mm

Last Modified: Tue Apr 28 15:03:31 2026by unknown.

Options:

Available Dimensions:,1
Wavelength -en 1.000000 -ex 1.000000 -iter -range,Wavelength: 190nm - 240nm, Step Size: 1nm,Bandwidth: 1nm

Available Properties:,6
CircularDichroism,
HV,
Absorbance,
Voltage,
Count,Time-per-point: 0.25s (25us x 10000),
Temperature,

Data:

Wavelength,Temperature,CircularDichroism,HV,Absorbance,Voltage,Count,
240,39.8351,-3.59576,420.609,0.0961811,8.00433,10000,
239,39.8842,-4.22875,420.609,0.0994305,7.9009,10000,
238,39.8842,-4.79849,422.729,0.103217,7.94356,10000,
237,39.8842,-5.81607,425.262,0.106947,7.96332,10000,
236,39.8842,-6.84519,428.07,0.109882,7.96375,10000,
235,39.8842,-7.94541,431.717,0.11875,7.95994,10000,
234,39.8842,-9.39576,435.516,0.120437,7.94695,10000,
233,39.9334,-10.9496,439.468,0.125624,7.98936,10000,
232,39.9334,-12.4853,442.398,0.135724,7.95875,10000,
231,39.9334,-14.1173,445.435,0.144005,7.97029,10000,
230,39.9334,-15.552,448.792,0.152576,7.98874,10000,
229,39.9334,-16.8353,451.859,0.160666,7.93686,10000,
228,39.9334,-18.2769,456.238,0.168156,8.00767,10000,
227,39.9334,-19.2922,459.137,0.176973,7.95051,10000,
226,39.9825,-20.0518,461.914,0.176834,7.92214,10000,
225,39.9825,-21.2883,463.348,0.186057,7.7574,10000,
224,39.9825,-21.5219,469.162,0.189073,7.96472,10000,
223,39.9825,-21.2749,472.916,0.194658,7.98236,10000,
222,39.9825,-21.7457,475.937,0.200091,7.97278,10000,
221,40.0317,-20.9329,478.516,0.210146,7.89125,10000,
220,40.0317,-21.2477,483.154,0.215326,7.99499,10000,
219,40.0317,-20.6555,486.16,0.222765,7.96227,10000,
218,40.0317,-20.3197,488.403,0.226673,7.90977,10000,
217,40.0317,-20.0795,492.065,0.235917,7.92662,10000,
216,40.0317,-19.8267,494.934,0.245055,7.91424,10000,
215,40.0808,-19.4393,498.352,0.251653,7.95149,10000,
214,40.0808,-19.9496,500.854,0.261911,7.96354,10000,
213,40.0317,-19.731,502.579,0.273387,7.94883,10000,
212,40.0808,-20.2385,504.364,0.286386,7.8774,10000,
211,40.0808,-20.8834,506.073,0.303251,7.86155,10000,
210,40.0808,-20.8573,509.232,0.318575,7.93919,10000,
209,40.0808,-21.1279,512.009,0.337217,7.96474,10000,
208,40.0808,-20.004,514.786,0.358805,7.92617,10000,
207,40.0808,-19.0934,518.6,0.383905,7.9739,10000,
206,40.1299,-15.9212,522.293,0.410157,7.94493,10000,
205,40.1299,-12.7394,526.871,0.441191,7.97621,10000,
204,40.1299,-9.21347,531.403,0.473756,7.95917,10000,
203,40.1299,-4.29455,537.216,0.510935,7.9488,10000,
202,40.1299,0.846666,544.22,0.551611,7.96121,10000,
201,40.1791,6.76315,552.17,0.59871,7.92416,10000,
200,40.1791,13.5023,562.515,0.652397,7.95059,10000,
199,40.1791,20.2984,568.68,0.711751,7.98705,10000,
198,40.1791,27.2582,575.363,0.775756,7.92899,10000,
197,40.1791,32.8415,582.779,0.84045,7.91171,10000,
196,40.1791,38.1629,591.858,0.907591,7.93227,10000,
195,40.1791,41.0754,600.647,0.972849,7.94249,10000,
194,40.2282,41.7561,609.665,1.04143,7.91758,10000,
193,40.2282,42.0302,619.629,1.10548,7.94327,10000,
192,40.2282,42.8416,627.411,1.17154,7.9212,10000,
191,40.2282,41.1839,634.079,1.24072,7.93592,10000,
190,40.2282,39.2636,641.891,1.31622,7.95696,10000,
